stage,resolution_m,x,y,movement_distance,guaranteed_receive_coverage,possible_receive_coverage,near_area_coverage,direction_available_coverage,clear_ready_coverage,operational_good_coverage,uniform_guaranteed_receive_coverage,uniform_clear_ready_coverage,uniform_operational_good_coverage,worst_diameter_median,worst_diameter_mean,worst_diameter_p90,worst_diameter_p95,worst_diameter_max,unbounded_fraction_of_direction_area,mean_abs_orthogonality_error_deg,orthogonal_80_100_area_coverage,target_sample_count,epsilon_sample_count
refine_2m,2.0,684.0,466.0,827.6545172957132,1.0,1.0,0.0,1.0,0.2548009367681499,0.2548009367681499,1.0,0.3619047619047619,0.3619047619047619,71.18499570088476,83.11385246654017,156.54335137130215,168.72080725704888,193.40614722089168,0.0,37.87084407420538,0.09578454332552694,1260,9
refine_2m,2.0,684.0,468.0,828.7822391919364,1.0,1.0,0.0,1.0,0.2544626593806922,0.2544626593806922,1.0,0.3626984126984127,0.3626984126984127,71.09141775006417,82.94287699972652,156.07721301212854,168.21143147007513,192.66987044660482,0.0,37.77233881855829,0.09578454332552694,1260,9
refine_2m,2.0,684.0,470.0,829.9132484784178,1.0,1.0,0.0,1.0,0.25472287275565964,0.25472287275565964,1.0,0.3634920634920635,0.3634920634920635,70.99918868458063,82.77404595982036,155.61587168216775,167.70715567198735,191.94182833294946,0.0,37.67428012597828,0.09578454332552694,1260,9
refine_2m,2.0,684.0,472.0,831.0475317332938,1.0,1.0,0.0,1.0,0.2543845953682019,0.2543845953682019,1.0,0.36428571428571427,0.36428571428571427,70.90829023579185,82.60733076871568,155.15926362214287,167.2079132570999,191.22189689674198,0.0,37.57666518921397,0.09640905542544886,1260,9
refine_2m,2.0,684.0,474.0,832.1850755691308,1.0,1.0,0.0,1.0,0.2546448087431694,0.2546448087431694,1.0,0.36507936507936506,0.36507936507936506,70.81870445786654,82.44270302109562,154.73469355925997,166.7136387608961,190.50995460547313,0.0,37.47949122465764,0.09640905542544886,1260,9
refine_2m,2.0,684.0,476.0,833.3258666332157,1.0,1.0,0.0,1.0,0.2543065313557117,0.2543065313557117,1.0,0.36587301587301585,0.36587301587301585,70.73041372088552,82.2801338264048,154.31551422169966,166.2242678357105,189.80588231716388,0.0,37.38275547206983,0.09640905542544886,1260,9
refine_2m,2.0,684.0,478.0,834.4698916078398,1.0,1.0,0.0,1.0,0.25456674473067914,0.25456674473067914,1.0,0.36666666666666664,0.36666666666666664,70.64340070411991,82.11959544913378,153.89507670731413,165.73973722702308,189.10956322196705,0.0,37.286455194308374,0.0970335675253708,1260,9
refine_2m,2.0,686.0,442.0,816.0637230020704,1.0,1.0,0.0,1.0,0.2600312256049961,0.2600312256049961,1.0,0.36507936507936506,0.36507936507936506,72.16372615812242,85.11490060591254,162.22723673095743,174.91693915752668,202.31344779156103,0.0,39.02346772918098,0.09141295862607338,1260,9
refine_2m,2.0,686.0,444.0,817.148701277803,1.0,1.0,0.0,1.0,0.2600312256049961,0.2600312256049961,1.0,0.36507936507936506,0.36507936507936506,72.0537143797449,84.91690600592791,161.6638971674772,174.26764846547945,201.4714228151042,0.0,38.919384008331356,0.09203747072599532,1260,9
refine_2m,2.0,686.0,446.0,818.2371294435372,1.0,1.0,0.0,1.0,0.2600312256049961,0.2600312256049961,1.0,0.36507936507936506,0.36507936507936506,71.94528547685228,84.72144572638243,161.1068709642606,173.62574909712083,200.63929392791235,0.0,38.81578328503647,0.09203747072599532,1260,9
refine_2m,2.0,686.0,448.0,819.3289937503738,1.0,1.0,0.0,1.0,0.25917252146760345,0.25917252146760345,1.0,0.36428571428571427,0.36428571428571427,71.83841688034002,84.52847939921665,160.55606499896743,173.05600849553656,199.8169030144354,0.0,38.71266243530081,0.09203747072599532,1260,9
